0|None|0|Status|???|-|0|0%|This move does not exist.|0|0|This move probably won't go over too well in contest.
312|Aromatherapy|4|Status|Smart|5|-|-|User heals all status problems for itself and its trainer's party. (includes those not in battle)|2|0|+2 points if performed from last place.
313|Fake Tears|15|Status|Cute|20|-|100%|Reduces opposing pokemon's SP. DEF by 40 points for the remainder of the battle or until pokemon switches out (whichever comes first).|2|0|+2 points if performed from last place.
314|Air Cutter|9|Special|Cool|25|55|95%|Roll 17 or higher on the status die to score a critical hit.|2|1|-1 points to all pokemon who made "cool" appeals this round.
315|Overheat|1|Special|Beautiful|5|140|90%|Increases user's ATK to 255 and lowers user's SP. ATK by 40 points for remainder of battle or until user switches out. For remainder of battle or until user switches out, every time user attacks, SP. ATK is reduced by 40 points for remainder of battle or until user switches out.|6|0|If the user would lose points this round, they lose 2x as many instead. +6 points if sunny day was used in the previous turn.
316|Odor Sleuth|0|Status|Smart|40|-|-|Next attack hits without fail. Also allows user to hit ghost type with any move.|3|0|If a pokemon who has appealed already this turn would lose points, they lose 2x as many instead.
317|Rock Tomb|12|Physical|Smart|10|50|80%|Roll 14 or higher on the status die to make opposing pokemon flinch. If it hits, reduces opposing pokemon's SPD by 20 points for the remainder of the battle or until the pokemon switches out (whichever comes first).|3|0|Any pokemon appealing after this is used do not gain any points for their appeals.
318|Silver Wind|11|Special|Beautiful|5|60|100%|Roll 18 or higher on the status die to raise all of user's stats by 20 points for the remainder of the battle or until pokemon switches out (whichever comes first).|1|0|User cannot lose points for the remainder of the round.
319|Metal Sound|16|Status|Smart|40|-|85%|If it hits, reduces opposing pokemon's SP. DEF by 40 points for the remainder of the battle or until pokemon switches out (whichever comes first).|1|3|-3 points to all pokemon who have appealed this turn.
320|Grass Whistle|4|Status|Smart|15|-|55%|If it hits, puts opposing pokemon to sleep.|1|3|-3 points to all pokemon who have made appeals this round.
321|Tickle|0|Status|Cute|20|-|100%|Reduces opposing pokemon's ATK and DEF by 20 points for the remainder of the battle or until pokemon switches out (whichever comes first).|3|0|If a pokemon who has already appealed this turn would lose points this round, they lose 2x as many instead.
322|Cosmic Power|10|Status|Beautiful|20|-|-|Increases user's DEF and SP. DEF by 20 points for the remainder of the battle or until user switches out (whichever comes first).|1|0|User cannot lose points for the rest of the round.
323|Water Spout|2|Special|Beautiful|5|150|100%|If HP is low, add no dice. if HP is mid, add 1d20 to attack. if HP is high, add 2d20 to attack. if HP is full, add 3d20 to attack.|1|0|+3 points if user appeals last, +2 points if user appeals 3rd, +1 points if user appeals 2nd. +1 points if rain dance was used in the previous round.
324|Signal Beam|11|Special|Beautiful|15|75|100%|Roll 14 or higher on the status die to confuse opposing pokemon.|3|0|All pokemon roll for appeal order next round (regardless of points).
325|Shadow Punch|13|Physical|Smart|20|60|-|Always hits regardless of accuraccy. Can hit pokemon using fly, dig, bounce, etc.|2|0|+2 points if performed from first place.
326|Extrasensory|10|Special|Cool|30|80|100%|Roll 14 or higher on the status die to make opposing pokemon flinch. Attack power doubles if opposing pokemon has minimize in effect.|1|4|-4 points to the pokemon in first place.
327|Sky Uppercut|6|Physical|Cool|15|85|90%|An uppercut thrown as if leaping into the sky.|2|1|-1 points to all pokemon who made a "cool" appeal this round.
328|Sand Tomb|8|Physical|Smart|15|15|70%|Traps the foe for 2-5 turns making it impossible to switch. Starting after the 2nd turn must roll an 11 or higher on the status die to keep the move going.|3|0|Any pokemon appealing after this cannot gain points from their appeals for the remainder of the round. +3 points if sandstorm was used in the previous round.
329|Sheer Cold|5|Special|Beautiful|5|-|30%|A one hit KO if it hits|2|1|-1 points to all pokemon who scored 3 points or higher this round. +2 points if hail or mind reader were used in the previous round.
330|Muddy Water|2|Special|Tough|10|95|85%|Roll 14 or higher on the status die to lower accuracy of all opposing pokemon's moves by 10% for the remainder of the battle or until pokemon switches out (whichever comes first).|2|1|-1 points to the pokemon who currently has the most points. +2 points if rain dance was used in the previous round.
331|Bullet Seed|4|Physical|Cool|30|10|100%|Attacks 2-5 times in a row. Must roll 11 or higher on a d20 starting after the 2nd attack to keep the attack going.|2|1|-1 points to all pokemon who scored 3 points or higher on appeals this round.
332|Aerial Ace|9|Physical|Cool|20|60|-|Bypasses accuracy to hit without fail. Can hit pokemon during dig, fly, bounce, etc.|2|0|+2 points if performed from first place.
333|Icicle Spear|5|Physical|Beautiful|30|10|100%|Attack hits 2-5 times in a row. Must roll 11 or higher on a d20 starting after the 2nd attack to keep the move going.|2|1|-1 points to all pokemon who made a "beautiful" appeal this turn. +2 points if hail was used in the previous round.
334|Iron Defense|16|Status|Tough|15|-|-|Increases user's DEF by 40 points for the remainder of the battle or until user switches out (whichever comes first).|1|0|User cannot lose points for the rest of the round.
335|Block|0|Status|Cute|5|-|-|Prevents wild pokemon from escaping. Prevents trainer pokemon from switching out.|2|0|If a pokemon appealing after this would lose points, they lose 2x as many points instead.
336|Howl|0|Status|Cool|40|-|-|Increases user's ATK by 20 points for the remainder of the battle or until user switches out (whichever comes first).|1|0|User cannot lose points for the rest of the round.
337|Dragon Claw|14|Physical|Cool|15|80|100%|User slashes opposing pokemon with huge sharp claws.|2|1|-1 points to all pokemon who made a "cool" appeal this round. +2 points if dragonbreath, dragon dance, or dragon rage were used in the previous round.
338|Frenzy Plant|4|Special|Cool|5|150|90%|Opposing pokemon is slammed with an enormous tree. User cannot move next turn.|4|4|-4 points to all other pokemon, user cannot appeal next turn. +4 points if growth was used in the previous round.
339|Bulk Up|6|Status|Cool|20|-|-|Increases user's ATK and DEF by 20 points for the remainder of the battle or until user switches out (whichever comes first).|1|0|User cannot lose points for the rest of the round.
340|Bounce|9|Physical|Cute|5|85|85%|1st turn, bounce. 2nd turn, attack. Roll 14 or higher on status die to paralyze opposing pokemon. (can be hit if lock-on, mind-reader, sandstorm, hail, etc. were used in the previous turn.) Can be hit by gust, twister, thunder, and sky uppercut between 1st and 2nd turns.|1|0|User cannot lose points for the rest of the round.
341|Mud Shot|8|Special|Tough|15|55|95%|Reduces opposing pokemon's SPD by 20 points for the remainder of the battle or until pokemon switches out (whichever comes first).|1|3|-3 points to all pokemon who have appealed this round. +1 points if sandstorm was used in the previous round.
342|Poison Tail|7|Physical|Smart|25|50|100%|Roll 17 or higher on the status die to score a critical hit. Roll 14 or higher on the status die to poison the opposing pokemon.|3|0|If a pokemon who has already appealed this turn would lose points this round, they lose 2x as many instead.
343|Covet|0|Physical|Cute|40|40|100%|Steals the item that the pokemon is holding. If user is holding an item, this will fail. Transformation items such as griseous orb cannot be stolen in this way.|1|0|+? points where ? is enough points to equal the appeal performed right before this one.
344|Volt Tackle|3|Physical|Cool|15|120|100%|User takes 1/4 of damage done on itself.|6|0|For the rest of the round, if the user would lose points; they lose 2x as many instead. +6 points if charge was used in the previous round.
345|Magical Leaf|4|Special|Beautiful|20|60|-|Attack never misses. cannot hit pokemon using fly, bounce, etc.|2|0|+2 points if performed from first place. +2 points if growth was used in the previous round.
346|Water Sport|2|Status|Cute|15|-|-|Subtract 2d20 from all rolls involving fire attacks against the user for the remainder of the battle or until user switches out (Whichever comes first).|4|0|A highly appealing move. +4 points if mud sport or rain dance were used in the previous round.
347|Calm Mind|10|Status|Smart|20|-|-|Increases user's SP. ATK and SP. DEF by 20 points for the remainder of the battle or until the user switches out (whichever comes first).|2|0|User can avoid losing points one time this round.
348|Leaf Blade|4|Physical|Cool|15|90|100%|Roll 17 or higher on the status die to score a critical hit.|3|0|+3 points if pokemon in first place scores 3 points or higher this round.
349|Dragon Dance|14|Status|Cool|20|-|-|Increases user's ATK and SPD by 20 points for the remainder of the battle or until user switches out, (whichever comes first).|1|0|User cannot lose points for the rest of the round. +1 points if dragonbreath or dragon rage were used in the previous turn.
350|Rock Blast|12|Physical|Tough|10|25|80%|Hurls 2-5 boulders at target in rapid succession. Roll 11 or higher on 1d20 starting after 2nd attack to keep attack going.|2|0|+2 points if the appeal immediately before this was a "tough" appeal.
351|Shock Wave|3|Special|Cool|20|60|-|Attack cannot be evaded, cannot hit users using fly, bounce, etc.|2|0|+2 points if performed from first place. +2 points if charge was used in the previous round.
352|Water Pulse|2|Special|Beautiful|20|60|100%|Roll 14 or higher on the status die to confuse opposing pokemon.|3|0|All pokemon roll for appeal order next round (regardless of points). +3 points if rain dance was used in the previous round.
353|Doom Desire|16|Special|Beautiful|5|120|85%|Attack hits 2 turns after it is used.|3|0|All pokemon appealing after this appeal recieve no points from appeals for the remainder of the round.
354|Psycho Boost|10|Special|Smart|5|140|90%|Reduces user's SP. ATK by 40 points for the remainder of the battle or until user switches out (whichever comes first).|6|0|If the user would lose points this round, they lose 2x as many points instead. +6 points if calm mind was used during the previous round.
355|Roost|9|Status|Smart|10|-|-|User restores 1/2 of max HP.|2|0|Can avoid losing points once this round.
356|Gravity|10|Status|Smart|5|-|-|Negates the levitation ability, prevents pokemon from using bounce, fly, splash, jump kick, high jump kick, magnet rise, telekinesis, and flying press.|2|0|If a pokemon appealing after this move would lose points, they lose 2x as many points instead.
357|Miracle Eye|10|Status|Smart|40|-|-|Enables user to hit a dark type pokemon with any move. Next move hits without fail.|2|0|+2 points if performed from first place.
358|Wake-Up Slap|6|Physical|Tough|10|60|100%|Power of this attack is doubled if opposing pokemon is Asleep. Wakes opposing pokemon up.|3|0|+3 points if the appeal immediately before this scored 3 points or higher.
359|Hammer Arm|6|Physical|Tough|10|100|90%|Decreases user's SPD by 20 points for the remainder of the battle or until user switches out (whichever comes first).|6|0|For the remainder of the round, if the user would lose points, they lose 2x as many points instead.
360|Gyro Ball|16|Physical|Cool|5|-|100%|The slower the opponent, the greater the damage: 0~40 = 150, 41~80 = 120, 81~120 = 100, 121~160 = 80, 161~200 = 60, 201~240 = 40, 241~255 = 20.|1|0|+3 points if performed from last place, +2 points if performed from 3rd place, +1 points if performed from 2nd place.
361|Healing Wish|10|Status|Beautiful|10|-|-|User faints. Pokemon switching in has HP and status restored.|8|0|Makes a fantastic appeal, user cannot appeal for the remainder of the contest.
362|Brine|2|Special|Tough|10|65|100%|If user's HP is <= 1/2 max HP, double attack power|3|0|+3 points if pokemon who appealed immediately before the user scored 3 points or higher on their appeal.
363|Natural Gift|0|Physical|Smart|15|-|100%|Attack type and power depends on item being used (see item info for attack power).|1|0|+? points where ? is current number of points divided by 5.
364|Feint|0|Physical|Smart|10|50|100%|Can hit an opposing pokemon using protect and detect. Also lifts the effects of those moves.|3|0|User appeals first in the next round (regardless of points).
365|Pluck|9|Physical|Cute|20|60|100%|If the opposing pokemon is holding a berry, the user steals that berry. Will fail if user is already holding an item.|3|0|If a pokemon who has already appealed this turn would lose points, they lose 2x as many instead.
366|Tailwind|9|Status|Cool|30|-|-|Doubles user's SPD as well as all party pokemon's SPD for 3 turns.|3|0|User appeals first next round (regardless of points)
367|Acupressure|0|Status|Tough|30|-|-|User randomly boosts 1 stat by 40 points for the remainder of the battle or until user switches out (whichever comes first) Roll 1d6 to determine stat boosted 1 = HP, 2 = ATK, 3 = DEF, 4 = SP. ATK, 5 = SP. DEF, 6 = SPD|1|0|+? points where ? is the amount rolled on 1d4.
368|Metal Burst|16|Physical|Cool|10|-|100%|Attack power for this move is equal to 2x the power of the last attack which dealt damage to the user. Damage is dealt against opposing pokemon who last damaged user.|2|0|+2 if performed from last place.
369|U-turn|11|Physical|Cute|20|70|100%|User switches out with a party pokemon after attacking.|4|0|-2 points to any pokemon who uses a non-cute appeal this turn.
370|Close Combat|6|Physical|Tough|5|120|100%|Decreases user's DEF and SP. DEF by 20 for the remainder of the battle or until user switches out (whichever comes first).|6|0|If the user would lose points this round, they lose 2x as many points instead.
371|Payback|15|Physical|Tough|10|50|100%|Attack power is doubled if this move lands after opponent's move.|2|0|+2 points if user appeals last
372|Assurance|15|Physical|Smart|10|50|100%|If the opposing pokemon has already taken damage this turn, attack power is doubled.|1|0|+3 points if user appeals last, +2 points if user appeals 3rd, +1 points if user appeals 2nd.
373|Embargo|15|Status|Smart|15|-|100%|Prevents opposing pokemon from using its held item. Also prevents that pokemon's trainer from using items on it.|3|0|If a pokemon who has already appealed this turn would lose points, they lose 2x as many instead.
374|Fling|15|Physical|Cute|10|-|100%|User flings its held item at the target to attack. Attack power and effects depend on the item flung. Must roll 6 or higher on d20 to keep item after battle. Cannot fling transformation items.|3|0|If a pokemon who has already appealed this turn would lose points, they lose 2x as many instead.
375|Psycho Shift|10|Status|Smart|10|-|90%|User transfers status problems such as paralysis, poison, or burn to opposing pokemon. Cannot be used to transfer infatuation or confusion.|2|0|+2 points user performs last this turn.
376|Trump Card|0|Special|Cool|5|-|-|Power based on how much PP this move has left: 1 = 150, 2 = 100, 3 = 80, 4 = 40, 5 = 20|1|0|+3 points if user appeals last, +2 points if user appeals 3rd, + 1 points if user appeals 2nd.
377|Heal Block|10|Status|Smart|15|-|100%|Prevents the opposing pokemon from using any HP-recovery moves for the next five turns.|3|0|All pokemon this round who appeal after this recieve no points for their appeals.
378|Wring Out|0|Special|Tough|5|-|100%|The higher the opposing pokemon's max HP, the higher this attack's power: 0~40 = 20, 41~80 = 40, 81~120 = 60, 121~160 = 80, 161~200 = 100, 201~240 = 120, 241~255 = 150 |2|1|-1 points to the pokemon who currently has the most points.
379|Power Trick|10|Status|Smart|10|-|-|User switches its ATK value with its DEF value.|2|0|+2 points if the pokemon who appealed immediately before this made a "smart" appeal.
380|Gastro Acid|7|Status|Tough|10|-|100%|Eliminates all effects of the opposing pokemon's natural ability.|3|0|If a pokemon who has already appealed would lose points this turn, they lose 2x as many instead.
381|Lucky Chant|0|Status|Cute|30|-|-|Prevents opposing pokemon from landing critical hits on the user.|1|0|User cannot lose points for the rest of the round.
382|Me First|0|Status|Smart|20|-|-|Cuts ahead of opposing pokemon and uses the move they're planning on using, before them.|3|0|User appeals first next turn.
383|Copycat|0|Status|Cute|20|-|-|The user copies the move used right before it. Fails if no move has been used or if the opposing pokemon used copycat.|1|0|+? points where ? is enough to equal the number of points of the appeal immediately before this one.
384|Power Swap|10|Status|Smart|10|-|-|User swaps all changes in ATK and SP. ATK with opposing pokemon.|1|0|+? points where ? is the average number of points among all appeals made this round.
385|Guard Swap|10|Status|Smart|10|-|-|User swaps all changes in DEF and SP. DEF with opposing pokemon.|1|0|+? points where ? is the average number of points among all appeals made this round.
386|Punishment|15|Physical|Cool|5|-|100%|Attack power based on number of stat changes opposing pokemon has: 0~5 = 60, 6~10 = 120, 11~15 = 150, 16+ = 200.|2|1|-1 points to the pokemon who currently holds the most points.
387|Last Resort|0|Physical|Cute|5|130|100%|This move can be used only if all other moves have been used up in battle.|1|0|+3 points if user appeals first.
388|Worry Seed|4|Status|Smart|10|-|100%|A seed is planted on opposing pokemon changing its natural ability to insomnia.|2|0|If a pokemon appealing after this would lose points, that pokemon loses 2x as many points instead.
389|Sucker Punch|15|Physical|Smart|5|80|100%|Enables the user to attak first, fails if the foe is not readying an attack.|3|0|+3 points if used as the first appeal of the round.
390|Toxic Spikes|7|Status|Smart|20|-|-|Lays down spikes which poison pokemon switching into battle.|2|0|If a pokemon appealing after this would lose points, that pokemon loses 2x as many points instead.
391|Heart Swap|10|Status|Smart|10|-|-|User switches all stat changes with opposing pokemon.|1|0|+? points where ? is the average number of points among all appeals made this turn.
392|Aqua Ring|2|Status|Beautiful|20|-|-|User envelops itself in a veil mae of water. It regains 1d20 worth of HP every turn.|1|0|User cannot lose points for the rest of the round.
393|Magnet Rise|3|Status|Smart|10|-|-|The user levitates nullifying ground moves and making the pokemon immune to spikes, toxis spikes, and arena trap for 5 turns.|2|0|If a pokemon appealing after this would lose points, they lose 2x as many points instead.
394|Flare Blitz|1|Physical|Cool|15|120|100%|User takes 1/4 of damage given back on self|6|0|A very appealing move, for the rest of the round, if the user would lose points they lose 2x as many instead.
395|Force Palm|6|Physical|Cool|10|60|100%|Roll 14 or higher to paralyze opposing pokemon.|4|0|A highly appealing move.
396|Aura Sphere|6|Special|Beautiful|20|90|-|This move is certain to hit, unless user is in the middle of a move such as fly or bounce|2|0|+2 points if the user appeals first.
397|Rock Polish|12|Status|Tough|20|-|-|Increases user's SPD by 40 points for the remainder of the battle or until user switches out (whichever comes first).|3|0|User appeals first next turn (regardless of points).
398|Poison Jab|7|Physical|Tough|20|80|100%|Roll 14 or higher to poison opposing pokemon|4|0|A highly appealing move.
399|Dark Pulse|15|Special|Cool|15|80|100%|Roll 17 or higher on the status die to make opponent flinch.|4|0|A highly appealing move
400|Night Slash|15|Physical|Cool|15|70|100%|Roll 17 or higher on the status die to score a critical hit.|3|0|+3 points if the appeal immediately before this earned at least 3 points or higher.
401|Aqua Tail|2|Physical|Beautiful|10|90|90%|The user attacks by swinging its tail as if were a vicious wave in a raging storm.|4|0|A highly appealing move.
402|Seed Bomb|4|Physical|Tough|15|80|100%|The user slams a barrage of hard-shelled seeds down on the foe from above.|4|0|A highly appealing move.
403|Air Slash|9|Special|Cool|20|75|95%|Roll 14 or higher on the status die to make opposing pokemon flinch.|1|4|-4 points to the pokemon who appealed immediately before the user.
404|X-Scissor|11|Physical|Cool|15|80|100%|The user slashes at the foe by crossing its scythes or claws as if they were a pair of scissors.|2|1|-1 points to all pokemon who made a "cool" appeal this round.
405|Bug Buzz|11|Special|Beautiful|10|90|100%|Roll 19 or higher on the status die to lower opposing pokemon's SP. DEF by 20 points for the remainder of the battle or until pokemon switches out (whichever comes first).|1|4|-4 points to the pokemon who appealed immediately before the user.
406|Dragon Pulse|14|Special|Beautiful|10|90|100%|Opposing pokemon is attacked with shock waves generated by the user's gaping mouth.|4|0|A highly appealing move.
407|Dragon Rush|14|Physical|Tough|10|100|75%|Roll 17 or higher on the status die to make opposing pokemon flinch.|3|0|+3 points if the pokemon who appealed immediately before the user got 3 points or higher.
408|Power Gem|12|Special|Beautiful|20|70|100%|The user attacks with a ray of light that sparkles as if it were made of gemstones|4|0|A highly appealing move.
409|Drain Punch|6|Physical|Tough|5|60|100%|User's HP is restored by 1/2 damage inflicted on opposing pokemon.|1|0|+? points where ? is enough to equal the number of points of the appeal immediately before it.
410|Vacuum Wave|6|Special|Cool|30|40|100%|This move always moves first.|3|0|User appeals first next round (regardless of points).
411|Focus Blast|6|Special|Cool|5|120|70%|Roll 19 or higher on the status die to lower opposing pokemon's SP. DEF by 20 points for the remainder of the battle or until pokemon switches out (whichever comes first).|4|0|A highly appealing move.
412|Energy Ball|4|Special|Beautiful|10|80|100%|Roll 19 or higher on the status die to lower opposing pokemon's SP.DEF by 20 points for the remainder of the battle or until pokemon switches out (whichever comes first).|4|0|A highly appealing move.
413|Brave Bird|9|Physical|Cool|15|120|100%|User takes damage equal to 1/4 of damage dealt|6|0|If the user would lose points this round, they lose 2x as many instead.
414|Earth Power|8|Special|Beautiful|10|90|100%|Roll 19 or higher on the status die to lower opposing pokemon's SP. DEF by 20 points for the remainder of the battle or until pokemon switches out (whichever comes first).|4|0|A highly appealing move.
415|Switcheroo|15|Status|Smart|10|-|100%|The user trades held items with the opposing pokemon. Cannot be used to trade transformation items such as griseous orb.|2|1|-1 points to all pokemon who made a "smart" appeal this round.
416|Giga Impact|0|Physical|Tough|5|150|90%|The user charges opposing pokemon with full power. User cannot move during the next turn.|4|4|-4 points to all other pokemon, user cannot appeal next round.
417|Nasty Plot|15|Status|Smart|20|-|-|Increases user's SP. ATK by 40 points for the remainder of the battle or until user switches out (whichever comes first).|1|0|User cannot lose points for the remainder of the round.
418|Bullet Punch|16|Physical|Tough|30|40|100%|This move guaranteed to always attack first.|3|0|User appeals first next round.
419|Avalanche|5|Physical|Beautiful|10|60|100%|Attack power doubles if user has been damaged by opposing pokemon in the same turn|3|0|+3 points if the appeal immediately before this one scored 3 points or higher.
420|Ice Shard|5|Physical|Beautiful|30|40|100%|This move guaranteed to always attack first.|3|0|User appeals first next round.
421|Shadow Claw|13|Physical|Cool|15|70|100%|Roll 17 or higher on status die to score a critical hit.|4|0|A highly appealing move.
422|Thunder Fang|3|Physical|Cool|15|65|95%|Roll 17 on status die to make opponent flinch, Roll 18 on status die to paralyze opponent, roll 19 or higher on status die to paralyze opponent and make opponent flinch.|4|0|A highly appealing move.
423|Ice Fang|5|Physical|Cool|15|65|95%|Roll 17 on status die to make opponent flinch, roll 18 on status die to freeze opponent, roll 19 or higher on status die to freeze opponent and make opponent flinch.|4|0| A highly appealing move.
424|Fire Fang|1|Physical|Cool|15|65|95%|Roll 17 on status die to make opponent flinch, roll 18 on status die to burn opponent, roll 19 or higher on status die to burn opponent and make opponent flinch.|4|0| A highly appealing move.
425|Shadow Sneak|13|Physical|Smart|30|40|100%|This move always goes first.|3|0|User appeals first next round.
426|Mud Bomb|8|Special|Cute|10|65|85%|Roll 14 or higher on status die to lower accuracy of opposing pokemon's attacks by 10% for the remainder of the battle or until pokemon switches out (whichever comes first)|2|3|-3 points to the pokemon who appealed immediately before the user.
427|Psycho Cut|10|Physical|Cool|20|70|100%|Roll 17 or higher on the status die to score a critical hit.|4|0|A highly appealing move.
428|Zen Headbutt|10|Physical|Smart|15|80|90%|Roll 17 or higher on the status die to make opposing pokemon flinch|4|0|A highly appealing move.
429|Mirror Shot|16|Special|Beautiful|10|65|85%|Roll 14 or higher on the status die to lower accuracy of opposing pokemon's moves by 10% for the remainder of the battle or until pokemon switches out (whichever comes first).|2|3|-3 points to the pokemon who appealed immediately before the user.
430|Flash Cannon|16|Special|Beautiful|10|80|100%|Roll 19 or higher on the status die to lower opposing pokemon's SP. DEF by 20 points for the remainder of the battle or until pokemon switches out (whichever comes first).|4|0|A highly appealing move.
431|Rock Climb|0|Physical|Tough|20|90|85%|Roll 17 or higher on the status die to confuse opposing pokemon.|3|0|Pokemon who appeal after this cannot earn points from their appeals.
432|Defog|9|Status|Cool|15|-|-|Increases the accuracy of moves used against opposing pokemon by 10% for the remainder of the battle or until pokemon switches out (whichever comes first).|2|0|+2 points if the user appeals first.
433|Trick Room|10|Status|Smart|5|-|-|User creates a bizarre area in which slower Pokemon get to move first for 5 turns.|3|0|All pokemon must roll for appeal order next round (regardless of points).
434|Draco Meteor|14|Special|Beautiful|5|140|90%|Comets are summoned from the sky. Reduces user's SP. ATK by 40 points for the remainder of the battle or until user switches out (whichever comes first)|6|0|A very appealing move. If user would lose points this round, they lose 2x as many instead.
435|Discharge|3|Special|Beautiful|15|80|100%|Strikes all pokemon in battle. Roll 14 or higher on the status die to paralyze opposing pokemon.|2|2|-2 points to all pokemon who appealed before the user.
436|Lava Plume|1|Special|Tough|15|80|100%|Roll 14 or higher on the status die to burn opposing pokemon.|2|2|-2 points to all pokemon who appealed before the user.
437|Leaf Storm|4|Special|Beautiful|5|140|90%|A storm of sharp leaves is whipped up. Reduces user's SP. ATK by 40 points for the remainder of the battle or until user switches out (whichever comes first).|6|0|A very appealing move. If user would lose points this turn, they lose 2x as many instead.
438|Power Whip|4|Physical|Tough|10|120|85%|The user violently whirls its vines or tentacles to harshly lash the opposing pokemon.|1|0|+1 points if used during round 2, +2 points if used during round 3 +3 points if used during round 4, +4 points if used during final round.
439|Rock Wrecker|12|Physical|Tough|5|150|90%|The user launches a huge boulder at the opposing pokemon to attack. It must rest on the next turn, however.|4|4|-4 points to all other pokemon, user cannot appeal next round.
440|Cross Poison|7|Physical|Cool|20|70|100%|Roll 19 or higher to poison opposing pokemon. Roll 17 or higher on status die to score a critical hit.|2|1|-1 points to all pokemon who made "cool" appeals this turn. +3 points if focus energy was used in the previous turn.
441|Gunk Shot|7|Physical|Tough|5|120|70%|Roll 14 or higher on the status die to poison opposing pokemon.|2|1|-1 points to all pokemon who have appealed this round.
442|Iron Head|16|Physical|Tough|15|80|100%|Roll 14 or higher on the status die to make opposing pokemon flinch.|4|0|A highly appealing move.
443|Magnet Bomb|16|Physical|Cool|20|60|-|This attack will not miss unless opposing pokemon is in the middle of an attack such as fly or dig.|2|0|+2 points if pokemon appeals first.
444|Stone Edge|12|Physical|Tough|5|100|80%|Roll 17 or higher on the status die to score a critical hit.|3|0|+3 points if the appeal immediately before this scored 3 points or higher.
445|Captivate|0|Status|Cute|20|-|100%|Only works on pokemon who are the opposite gender as the user. Reduces opposing pokemon's SP. ATK by 40 points for the remainder of the battle or until pokemon switches out (whichever comes first).|4|0|For the rest of the round, any appeals which score less than 3 points score no points at all.
446|Stealth Rock|12|Status|Cool|20|-|-|Deals damage to pokemon switching in based on type effectiveness: 1/4x = 1d6, 1/2x = 1d10, 1x = 1d20, 2x = 2d20, 4x = 4d20. Rapid spin and defog remove this.|2|0|If a pokemon appealing after this would lose points, they lose 2x as many points instead.
447|Grass Knot|4|Special|Cute|20|-|100%|Attack power based on opposing pokemon's weight: 0~21lbs = 20, 21~60lbs = 40, 61~120lbs = 60, 121~240lbs = 80, 241~480lbs = 100, 481+ = 120|1|0|+3 points if user appeals last, +2 points if user appeals 3rd, +1 points if user appeals 2nd.
448|Chatter|9|Special|Cute|20|60|100%|Roll 17 or higher on status die to confuse opposing pokemon|3|0|If a pokemon who has already appealed would lose points this round, they lose 2x as many points instead.
449|Judgment|0|Special|Beautiful|10|100|100%|Damage type depends on what type of plate the user is holding.|3|0|Can be used repeatedly without losing points.
450|Bug Bite|11|Physical|Cute|20|60|100%|If opposing pokemon is holding a berry, user eats it and gains its effects.|3|0|If a pokemon who has already appealed this round would lose points, they lose 2x as many points instead.
451|Charge Beam|3|Special|Beautiful|10|50|90%|Roll 6 or higher on the status die to increase user's SP. ATK by 20 points for the remainder of the battle or until user switches out, (whichever comes first).|1|0|+? points where ? is one point for every 10 points the user has. +3 points if charge was used in the previous round.
452|Wood Hammer|4|Physical|Tough|15|120|100%|User takes 1/4 of damage done on self|6|0|A very appealing move. If the user would lose points this round, they lose 2x as many instead.
453|Aqua Jet|2|Physical|Cool|20|40|100%|This move is sure to strike first.|3|0|User appeals first next round (regardless of points).
454|Attack Order|11|Physical|Smart|15|90|100%|User calls underlings to pummel foe. Roll 17 or higher to score a critical hit.|3|0|Can be used repeatedly without losing points. +3 points if focus energy was used in the previous turn.
455|Defend Order|11|Status|Smart|10|-|-|User calls underlings to make a living shield. Increases user's DEF and SP. DEF by 20 points for the remainder of the battle or until user switches out (whichever comes first).|2|0|User can avoid losing points once this round.
456|Heal Order|11|Status|Smart|10|-|-|User calls out underlings to heal it. User heals 1/2 of max HP.|2|1|-1 points to all pokemon who made a "smart" appeal this turn.
457|Head Smash|12|Physical|Tough|5|150|80%|User delivers a life-endangering head but at full power. User takes 1/2 of damage inflicted on self.|6|0|A very appealing move. If the user would lose points this round, they lose 2x as many points instead.
458|Double Hit|0|Physical|Cool|10|35|90%|The user slams the foe 2x (roll 2 attacks).|2|1|-1 points to all pokemon who made a "smart" appeal this turn.
459|Roar of Time|14|Special|Beautiful|5|150|90%|The user blasts the opposing pokemon with power that distorts even time. The user must rest next turn.|4|4|-4 points to all other pokemon, user cannot appeal next round.
460|Spacial Rend|14|Special|Beautiful|5|100|95%|The user tears the foe along with the space around it. Roll 17 or higher on the status die to score a critical hit.|6|0|A very appealing move. If user would lose points this round, they lose 2x as many points instead. +3 points if focus energy was used in the previous round.
461|Lunar Dance|10|Status|Beautiful|10|-|-|The user faints. Pokemon taking its place will have its status and HP fully restored.|7|0|A move of huge appeal. User cannot appeal for the remainder of the contest.
462|Crush Grip|0|Physical|Tough|5|-|100%|The opposing pokemon is crushed with great force. The higher the opposing pokemon's remaining HP, the higher this attack's power: 0~40 = 20, 41~80 = 40, 81~120 = 60, 121~160 = 80, 161~200 = 100, 201~255 = 120|3|0|Can be repeated without losing points.
463|Magma Storm|1|Special|Tough|5|120|70%|Attack continues for 2-5 turns. Traps the opponent (cannot run or switch out). Attack power for every turn past the first is halved. Must roll 11 or higher on a d20 for every attack past the 2nd to keep the attack going.|3|0|Pokemon appealing after this do not recieve points for their appeals.
